,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search",tokens,trend
173,176,1.39209e+18,2021-05-11,"wsj: smart-speakers (google $goog nest, amazon $amzn alexa) get ""proactive"" to provide information before asked, anticipate what a user wants, sleep tracking, distance monitoring.  https://t.co/srtdaeetyx",en,[],"['goog', 'amzn']",False,1.0,0.0,0.0,"$GOOG","['wsj:', 'smart-speakers', '(google', '$goog', 'nest,', 'amazon', '$amzn', 'alexa)', 'get', '""proactive""', 'provide', 'information', 'asked,', 'anticipate', 'user', 'wants,', 'sleep', 'tracking,', 'distance', 'monitoring.', 'https://t.co/srtdaeetyx']",uncertainty
182,185,1.39209e+18,2021-05-11,"rt us stocks are overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/t2wgin9ggx",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,0.0,0.0,0.0,"$GOOG","['u', 'stock', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/t2wgin9ggx']",negative
185,188,1.39208e+18,2021-05-11,"@darren1prior @madthunderdome exactly. and top 10 holdings almost 50% of $qqq is $aapl, $amzn, $fb, $goog, $nvda, $pypl etc which are printing presses.",en,[],"['qqq', 'aapl', 'amzn', 'fb', 'goog', 'nvda', 'pypl']",False,0.0,1.0,0.0,"$GOOG","['@darren1prior', '@madthunderdome', 'exactly.', 'top', '10', 'holding', 'almost', '50%', '$qqq', '$aapl,', '$amzn,', '$fb,', '$goog,', '$nvda,', '$pypl', 'etc', 'printing', 'presses.']",uncertainty
187,190,1.39208e+18,2021-05-11,"$fb $goog $amzn none are going down at all. cheating here  stock futures fall as the tech sell-off is set to continue, tesla and apple shares decline  https://t.co/rl3pu0gjla",en,[],"['fb', 'goog', 'amzn']",False,0.0,0.0,0.0,"$GOOG","['$fb', '$goog', '$amzn', 'none', 'going', 'all.', 'cheating', 'stock', 'future', 'fall', 'tech', 'sell-off', 'set', 'continue,', 'tesla', 'apple', 'share', 'decline', 'https://t.co/rl3pu0gjla']",negative
191,194,1.39206e+18,2021-05-11,@daniel_toloko nice list with only $goog in common and very few with $arkk...$net maybe ?,en,[],"['goog', 'arkk']",False,1.0,1.0,0.0,"$GOOG","['@daniel_toloko', 'nice', 'list', '$goog', 'common', '$arkk...$net', 'maybe']",uncertainty
196,199,1.39205e+18,2021-05-11,sell off sell off but $fb $amzn $aapl $msft $goog $tsla $nvda $avgo  nothing to pull back at all. all of them weren't down even 20% . it's a joke. those stocks on hold by governors at all.   nasdaq futures slip after a sell-off in big tech pushes stocks off records  https://,en,[],"['fb', 'amzn', 'aapl', 'msft', 'goog', 'tsla', 'nvda', 'avgo']",False,0.0,0.0,0.0,"$GOOG","['sell', 'sell', '$fb', '$amzn', '$aapl', '$msft', '$goog', '$tsla', '$nvda', '$avgo', 'nothing', 'pull', 'back', 'all.', 'even', '20%', 'joke.', 'stock', 'hold', 'governor', 'all.', 'nasdaq', 'future', 'slip', 'sell-off', 'big', 'tech', 'push', 'stock', 'record', 'https://']",negative
201,205,1.39203e+18,2021-05-11,"s&amp;p 500 technical analysis - tuesday, may 11 $aapl $amzn $goog $tsla $ndx $fb $spx $sq  https://t.co/pwszsfdipr",en,[],"['aapl', 'amzn', 'goog', 'tsla', 'ndx', 'fb', 'spx', 'sq']",False,0.0,0.0,0.0,"$GOOG","['s&amp;p', '500', 'technical', 'analysis', 'tuesday,', 'may', '11', '$aapl', '$amzn', '$goog', '$tsla', '$ndx', '$fb', '$spx', '$sq', 'https://t.co/pwszsfdipr']",uncertainty
211,216,1.39196e+18,2021-05-11,"@arsenal10007 @lordbitcorn1 @raoulgmi back then we learned that there was no point in going to any other search engine than $googl - forget altavista and lycos and all the others we can't remember but didn't $goog really make it's money wuith doubliclick? likewise $amzn, nobody in '99 predicted aws etc",en,[],"['googl', 'goog', 'amzn']",False,1.0,0.0,0.0,"$GOOG","['@arsenal10007', '@lordbitcorn1', '@raoulgmi', 'back', 'learned', 'point', 'going', 'search', 'engine', '$googl', 'forget', 'altavista', 'lycos', 'others', ""can't"", 'remember', '$goog', 'really', 'make', 'money', 'wuith', 'doubliclick?', 'likewise', '$amzn,', 'nobody', ""'99"", 'predicted', 'aws', 'etc']",uncertainty
213,218,1.39196e+18,2021-05-11,@arsenal10007 @lordbitcorn1 @raoulgmi i don't believe it can be predicted in a way that it is being predicted for the current crop of listed companies. most current unicorns will go to ashes and some things being seeded now with fed silliness money will be the next $goog $amzn but you would never believe they could.,en,[],"['goog', 'amzn']",False,1.0,1.0,0.0,"$GOOG","['@arsenal10007', '@lordbitcorn1', '@raoulgmi', 'believe', 'predicted', 'way', 'predicted', 'current', 'crop', 'listed', 'companies.', 'current', 'unicorn', 'go', 'ash', 'thing', 'seeded', 'fed', 'silliness', 'money', 'next', '$goog', '$amzn', 'would', 'never', 'believe', 'could.']",uncertainty
215,220,1.39195e+18,2021-05-11,cathie hasn’t sold a single share of $pltr since she’s bought. 1.3m more added today. don’t let short term fud distract you from long term vision.💎  $spy $open $cciv $tsla $nio $arkk $stem $gevo $nndm $bngo $sklz $spce $dkng $twtr $fb $amzn $goog $aapl $msft $plug $ocgn $nvax,en,[],"['pltr', 'spy', 'open', 'cciv', 'tsla', 'nio', 'arkk', 'stem', 'gevo', 'nndm', 'bngo', 'sklz', 'spce', 'dkng', 'twtr', 'fb', 'amzn', 'goog', 'aapl', 'msft', 'plug', 'ocgn', 'nvax']",False,29.0,3.0,3.0,"$GOOG","['cathie', 'hasn’t', 'sold', 'single', 'share', '$pltr', 'since', 'she’s', 'bought.', '1.3m', 'added', 'today.', 'don’t', 'let', 'short', 'term', 'fud', 'distract', 'long', 'term', 'vision.💎', '$spy', '$open', '$cciv', '$tsla', '$nio', '$arkk', '$stem', '$gevo', '$nndm', '$bngo', '$sklz', '$spce', '$dkng', '$twtr', '$fb', '$amzn', '$goog', '$aapl', '$msft', '$plug', '$ocgn', '$nvax']",positive
216,221,1.39195e+18,2021-05-11,binance says all withdrawals are temporarily suspended $doge $btc $eth $safemoon $rhe $aht $penn $coin $aapl $amzn $goog $fb $uber $shop $qs,en,[],"['doge', 'btc', 'eth', 'rhe', 'aht', 'penn', 'coin', 'aapl', 'amzn', 'goog', 'fb', 'uber', 'shop', 'qs']",False,1.0,1.0,0.0,"$GOOG","['binance', 'say', 'withdrawal', 'temporarily', 'suspended', '$doge', '$btc', '$eth', '$safemoon', '$rhe', '$aht', '$penn', '$coin', '$aapl', '$amzn', '$goog', '$fb', '$uber', '$shop', '$qs']",negative
218,223,1.39195e+18,2021-05-11,$spy $qqq $tsla $goog they have another week to sell this down before typical friday short covering.,en,[],"['spy', 'qqq', 'tsla', 'goog']",False,0.0,0.0,0.0,"$GOOG","['$spy', '$qqq', '$tsla', '$goog', 'another', 'week', 'sell', 'typical', 'friday', 'short', 'covering.']",negative
219,224,1.39195e+18,2021-05-11,@raoulgmi most of the the companies that were the ndx then are not the ndx now-a handful of thrivers $msft $amzn and survivors $csco . $fb $goog etc were not in the index then. key point is that it did not pan out in a way that anyone predicted and you are limited to what you can buy into.,en,[],"['msft', 'amzn', 'csco', 'fb', 'goog']",False,1.0,1.0,0.0,"$GOOG","['@raoulgmi', 'company', 'ndx', 'ndx', 'now-a', 'handful', 'thrivers', '$msft', '$amzn', 'survivor', '$csco', '$fb', '$goog', 'etc', 'index', 'then.', 'key', 'point', 'pan', 'way', 'anyone', 'predicted', 'limited', 'buy', 'into.']",positive
224,229,1.39194e+18,2021-05-11,"starting off with the shorts - $qqq, $goog, $adbe, $trmb, $aapl, $panw. there are plenty of others to find but if we’re going down the tube just shoot any fish. these happen to be hanging around moving avgs where i prefer to initiate shorts from. did $doge break the camel’s back?",en,[],"['qqq', 'goog', 'adbe', 'trmb', 'aapl', 'panw', 'doge']",False,0.0,0.0,1.0,"$GOOG","['starting', 'short', '$qqq,', '$goog,', '$adbe,', '$trmb,', '$aapl,', '$panw.', 'plenty', 'others', 'find', 'we’re', 'going', 'tube', 'shoot', 'fish.', 'happen', 'hanging', 'around', 'moving', 'avgs', 'prefer', 'initiate', 'short', 'from.', '$doge', 'break', 'camel’s', 'back?']",negative
228,233,1.39193e+18,2021-05-11,need sell off for a month. c'mon $fb $aapl $amzn $tsla $msft $goog $nflx $nvda $avgo $qcom $mu $amat $avgo  they're all too high .  over value too much man . doesn't matter bad market.  couldn't pull them back at al  nasdaq futures slip after big tech selling pushes stocks off,en,[],"['fb', 'aapl', 'amzn', 'tsla', 'msft', 'goog', 'nflx', 'nvda', 'avgo', 'qcom', 'mu', 'amat', 'avgo']",False,0.0,0.0,0.0,"$GOOG","['need', 'sell', 'month.', ""c'mon"", '$fb', '$aapl', '$amzn', '$tsla', '$msft', '$goog', '$nflx', '$nvda', '$avgo', '$qcom', '$mu', '$amat', '$avgo', ""they're"", 'high', 'value', 'much', 'man', 'matter', 'bad', 'market.', 'pull', 'back', 'al', 'nasdaq', 'future', 'slip', 'big', 'tech', 'selling', 'push', 'stock']",negative
229,234,1.39193e+18,2021-05-11,"$fngu - most y'all just buy tech anyway so here is a great blue chip tech etf at value, give it a shot it may be easier than managing $goog and $amzn separate.  https://t.co/kysrkr272y",en,[],"['fngu', 'goog', 'amzn']",False,2.0,0.0,0.0,"$GOOG","['$fngu', ""y'all"", 'buy', 'tech', 'anyway', 'great', 'blue', 'chip', 'tech', 'etf', 'value,', 'give', 'shot', 'may', 'easier', 'managing', '$goog', '$amzn', 'separate.', 'https://t.co/kysrkr272y']",positive
233,238,1.39192e+18,2021-05-11,used to view fundsmith as top tier long only given returns.  but repeated misstatements about basic economics and capital allocation at $goog and $amzn make me question sustainability of returns.  increasingly looks like marketing machine built around terry's persona.,en,[],"['goog', 'amzn']",False,48.0,3.0,2.0,"$GOOG","['used', 'view', 'fundsmith', 'top', 'tier', 'long', 'given', 'returns.', 'repeated', 'misstatement', 'basic', 'economics', 'capital', 'allocation', '$goog', '$amzn', 'make', 'question', 'sustainability', 'returns.', 'increasingly', 'look', 'like', 'marketing', 'machine', 'built', 'around', ""terry's"", 'persona.']",positive
240,246,1.3919e+18,2021-05-10,@biden @vp @secyellen @joebiden @speakerpelosi apes i have a question in mind. lets say #maricopacounty audit finds that election was forged?  what will happen? what is the law says? will sc interfere?   $spy $qqq $tsla $aapl $amzn $msft $mvis $goog $nvda $nio $fb $sq $dkng $twtr $penn $gme $amc $sklz $plby $nakd $ocgn,en,['maricopacounty'],"['spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'mvis', 'goog', 'nvda', 'nio', 'fb', 'sq', 'dkng', 'twtr', 'penn', 'gme', 'amc', 'sklz', 'plby', 'nakd', 'ocgn']",False,1.0,1.0,0.0,"$GOOG","['@biden', '@vp', '@secyellen', '@joebiden', '@speakerpelosi', 'ape', 'question', 'mind.', 'let', 'say', '#maricopacounty', 'audit', 'find', 'election', 'forged?', 'happen?', 'law', 'says?', 'sc', 'interfere?', '$spy', '$qqq', '$tsla', '$aapl', '$amzn', '$msft', '$mvis', '$goog', '$nvda', '$nio', '$fb', '$sq', '$dkng', '$twtr', '$penn', '$gme', '$amc', '$sklz', '$plby', '$nakd', '$ocgn']",negative
243,249,1.3919e+18,2021-05-10,stocks fall as pipeline attack sparks fears of higher gas prices $enr $orcl $fb $goog $intc  https://t.co/kzfpdzhoky,en,[],"['enr', 'orcl', 'fb', 'goog', 'intc']",False,0.0,0.0,0.0,"$GOOG","['stock', 'fall', 'pipeline', 'attack', 'spark', 'fear', 'higher', 'gas', 'price', '$enr', '$orcl', '$fb', '$goog', '$intc', 'https://t.co/kzfpdzhoky']",negative
246,252,1.3919e+18,2021-05-10,"@garyblack00 gary urgent lets do dca of #crypto as  @biden @vp @secyellen @joebiden @speakerpelosi all manipulating tech stock who supported him during election like $aapl $twtr $goog $fb $snap $pins to fall, lets buy $btc $dodge $eth $moon $sibh eth-usd is a good currency has good value",en,['crypto'],"['aapl', 'twtr', 'goog', 'fb', 'snap', 'pins', 'btc', 'dodge', 'eth', 'moon', 'sibh']",False,0.0,1.0,0.0,"$GOOG","['@garyblack00', 'gary', 'urgent', 'let', 'dca', '#crypto', '@biden', '@vp', '@secyellen', '@joebiden', '@speakerpelosi', 'manipulating', 'tech', 'stock', 'supported', 'election', 'like', '$aapl', '$twtr', '$goog', '$fb', '$snap', '$pins', 'fall,', 'let', 'buy', '$btc', '$dodge', '$eth', '$moon', '$sibh', 'eth-usd', 'good', 'currency', 'good', 'value']",positive
247,253,1.39189e+18,2021-05-10,@garyblack00 gary are you hdol $tsla or sold? what to do with the tech fud news. nasdaq future down seems like. very sad story. @biden @vp @secyellen @joebiden @speakerpelosi all manipulating big stock fall.   now $goog $twtr $fb $aapl $amzn $snap who supported biden must be repenting.,en,[],"['tsla', 'goog', 'twtr', 'fb', 'aapl', 'amzn', 'snap']",False,0.0,0.0,0.0,"$GOOG","['@garyblack00', 'gary', 'hdol', '$tsla', 'sold?', 'tech', 'fud', 'news.', 'nasdaq', 'future', 'seems', 'like.', 'sad', 'story.', '@biden', '@vp', '@secyellen', '@joebiden', '@speakerpelosi', 'manipulating', 'big', 'stock', 'fall.', '$goog', '$twtr', '$fb', '$aapl', '$amzn', '$snap', 'supported', 'biden', 'must', 'repenting.']",negative
254,261,1.39188e+18,2021-05-10,"the leftist media (including $twtr, $fb, $goog, $msft, etc.) has a masters/phd from the university of edward bernays!  look him up!  your eyes will be forced open to the world around you, and you will probably never watch tv, or most movies, again!",en,[],"['twtr', 'fb', 'goog', 'msft']",False,0.0,0.0,0.0,"$GOOG","['leftist', 'medium', '(including', '$twtr,', '$fb,', '$goog,', '$msft,', 'etc.)', 'masters/phd', 'university', 'edward', 'bernays!', 'look', 'up!', 'eye', 'forced', 'open', 'world', 'around', 'you,', 'probably', 'never', 'watch', 'tv,', 'movies,', 'again!']",negative
255,262,1.39188e+18,2021-05-10,need more sell off for $fb $goog $nvda $nflx  $tsla $aapl $msft  down and all down. they're way too high . sharks keep pumping up all the time. man.   stock futures slip after big tech selling pushes s&amp;p 500 off record  https://t.co/rl3pu0gjla,en,[],"['fb', 'goog', 'nvda', 'nflx', 'tsla', 'aapl', 'msft']",False,0.0,0.0,0.0,"$GOOG","['need', 'sell', '$fb', '$goog', '$nvda', '$nflx', '$tsla', '$aapl', '$msft', 'down.', ""they're"", 'way', 'high', 'shark', 'keep', 'pumping', 'time.', 'man.', 'stock', 'future', 'slip', 'big', 'tech', 'selling', 'push', 's&amp;p', '500', 'record', 'https://t.co/rl3pu0gjla']",negative
256,263,1.39188e+18,2021-05-10,"what a joke... $goog saying they have been carbon neutral since 2007. what exactly is the footprint you are dealing with and who are you paying your offset tax to? total scam, you can buy yourself into a carbon neutral footprint? nice try - let’s get real.",en,[],['goog'],False,5.0,0.0,3.0,"$GOOG","['joke...', '$goog', 'saying', 'carbon', 'neutral', 'since', '2007.', 'exactly', 'footprint', 'dealing', 'paying', 'offset', 'tax', 'to?', 'total', 'scam,', 'buy', 'carbon', 'neutral', 'footprint?', 'nice', 'try', 'let’s', 'get', 'real.']",uncertainty
257,264,1.39188e+18,2021-05-10,$goog [apr-23 2210 calls] up +120.52%  alerted at $45.80  on apr  5 2021 10:53am peak after alert $101.00 on 2021-04-15   ,,,,,,,,"","['$goog', '[apr-23', '2210', 'calls]', '+120.52%', 'alerted', '$45.80', 'apr', '5', '2021', '10:53am', 'peak', 'alert', '$101.00', '2021-04-15']",negative
260,267,1.39188e+18,2021-05-10,$goog [may-07 2410 puts] up +263.95%  alerted at $25.80  on apr 30 2021  1:27pm peak after alert $93.90 on 2021-05-04   ,,,,,,,,"","['$goog', '[may-07', '2410', 'puts]', '+263.95%', 'alerted', '$25.80', 'apr', '30', '2021', '1:27pm', 'peak', 'alert', '$93.90', '2021-05-04']",negative
267,275,1.39187e+18,2021-05-10,"be careful with $icp. the valuation is huge and even $goog failed multiple times at launching bespoke cloud platforms.   the project is interesting, but i want to see significant traction first. if you didn't get in during the fundraise, this isn't the best time to shoot blind.",en,[],"['icp', 'goog']",False,6.0,0.0,0.0,"$GOOG","['careful', '$icp.', 'valuation', 'huge', 'even', '$goog', 'failed', 'multiple', 'time', 'launching', 'bespoke', 'cloud', 'platforms.', 'project', 'interesting,', 'want', 'see', 'significant', 'traction', 'first.', 'get', 'fundraise,', 'best', 'time', 'shoot', 'blind.']",positive
276,284,1.39186e+18,2021-05-10,@saxena_puru @youtube saying #bitcoin or #ethereum is a ponzi because there are plenty of 💩coins being pushed by celebs is like saying $amzn or $goog is a ponzi because penny stocks get pumped and dumped. the crypto universe is large and there is a lot of variance. your argument doesn’t hold water.,en,"['bitcoin', 'ethereum']","['amzn', 'goog']",False,19.0,2.0,1.0,"$GOOG","['@saxena_puru', '@youtube', 'saying', '#bitcoin', '#ethereum', 'ponzi', 'plenty', '💩coins', 'pushed', 'celebs', 'like', 'saying', '$amzn', '$goog', 'ponzi', 'penny', 'stock', 'get', 'pumped', 'dumped.', 'crypto', 'universe', 'large', 'lot', 'variance.', 'argument', 'doesn’t', 'hold', 'water.']",negative
277,285,1.39186e+18,2021-05-10,"alphabet, facebook cut to neutral; citi sees ad-outlay growth slowing  $goog $fb    https://t.co/mwyatuyrql",en,[],"['goog', 'fb']",False,1.0,0.0,0.0,"$GOOG","['alphabet,', 'facebook', 'cut', 'neutral;', 'citi', 'see', 'ad-outlay', 'growth', 'slowing', '$goog', '$fb', 'https://t.co/mwyatuyrql']",negative
279,287,1.39186e+18,2021-05-10,technology we can not ignore  📦amazon $amzn 📱apple $aapl 🔠google $goog 💻microsoft $msft 🚙tesla $tsla  and there's so much more that can be added to this list  https://t.co/afhq0jt39j,en,[],"['amzn', 'aapl', 'goog', 'msft', 'tsla']",False,0.0,0.0,0.0,"$GOOG","['technology', 'ignore', '📦amazon', '$amzn', '📱apple', '$aapl', '🔠google', '$goog', '💻microsoft', '$msft', '🚙tesla', '$tsla', ""there's"", 'much', 'added', 'list', 'https://t.co/afhq0jt39j']",negative
282,290,1.39186e+18,2021-05-10,"$plug the company is reiterating its previously disclosed annual gross billings targets of $475 million in 2021, $750 million in 2022 and $1.7 billion in 2024. @plugpowerinc  $bldp $fcel $nkla $cciv $tsla $goog $msft $aapl $hyln @bancoffrank @massarihedge  https://t.co/a3qqxebbya  https://t.co/c5ldkc1ehp",en,[],"['plug', 'bldp', 'fcel', 'nkla', 'cciv', 'tsla', 'goog', 'msft', 'aapl', 'hyln']",False,7.0,0.0,2.0,"$GOOG","['$plug', 'company', 'reiterating', 'previously', 'disclosed', 'annual', 'gross', 'billing', 'target', '$475', 'million', '2021,', '$750', 'million', '2022', '$1.7', 'billion', '2024.', '@plugpowerinc', '$bldp', '$fcel', '$nkla', '$cciv', '$tsla', '$goog', '$msft', '$aapl', '$hyln', '@bancoffrank', '@massarihedge', 'https://t.co/a3qqxebbya', 'https://t.co/c5ldkc1ehp']",negative
283,291,1.39186e+18,2021-05-10,$fb $goog and are criminally undervalued. both are cash machines but pay zero dividends.  https://t.co/uthucghevb,en,[],"['fb', 'goog']",False,17.0,1.0,0.0,"$GOOG","['$fb', '$goog', 'criminally', 'undervalued.', 'cash', 'machine', 'pay', 'zero', 'dividends.', 'https://t.co/uthucghevb']",negative
284,292,1.39185e+18,2021-05-10,alphabet shares are trading lower after citigroup downgraded the stock from buy to neutral. $goog  https://t.co/lpxcjfsyiv @benzinga,en,[],['goog'],False,6.0,0.0,0.0,"$GOOG","['alphabet', 'share', 'trading', 'lower', 'citigroup', 'downgraded', 'stock', 'buy', 'neutral.', '$goog', 'https://t.co/lpxcjfsyiv', '@benzinga']",positive
285,293,1.39185e+18,2021-05-10,"curaleaf reports record first quarter 2021 financial and operational results - may 10, 2021 $curlf $gtbif $msos the $aapl of cannabis has spoken and ny and nj  aren’t even up and running yet!! you tech investors better take a look $msft $amzn $goog $nvda  https://t.co/9awe2le5l2",en,[],"['curlf', 'gtbif', 'msos', 'aapl', 'msft', 'amzn', 'goog', 'nvda']",False,5.0,0.0,0.0,"$GOOG","['curaleaf', 'report', 'record', 'first', 'quarter', '2021', 'financial', 'operational', 'result', 'may', '10,', '2021', '$curlf', '$gtbif', '$msos', '$aapl', 'cannabis', 'spoken', 'ny', 'nj', 'aren’t', 'even', 'running', 'yet!!', 'tech', 'investor', 'better', 'take', 'look', '$msft', '$amzn', '$goog', '$nvda', 'https://t.co/9awe2le5l2']",positive
